"رقم الملف المروري","الاسم بالعربي","الجنسية","المركبات الغير منتهية","المركبات المنتهية","المهنة","الرقم الموحد","الدخول والخروج","تاريخ الدخول والخروج","السوابق","تحركات المركبات","عدد المركبات","لا توجد تحركات","عدد المركبات 222"
"     4997094","جون غارسيا","الفلبين","           1","           0","مصمم","    72019054","خارج الدولة","25NOV24:00:00:00","لاتوجد","           0","           1","           1","           1"
"    74996709","وسيم إقبال","باكستان","           0","           1","حلاق","    66702248","داخل","01JUN26:00:00:00","لاتوجد","           0","           1","           1","           1"
"    62352423","إبراهيم المنصوري","الإمارات العربية المتحدة","           0","           1","مشرف","    47902071","داخل الدولة","03NOV24:00:00:00","لاتوجد","           1","           1","           0","           1"
"    50302810","أميت آير","الهند","           0","           1","حداد","    20489093","داخل الدولة","01JUL26:00:00:00","لاتوجد","           0","           1","           1","           1"
"    33043383","محمد تشودري","باكستان","           5","           0","مهندس","    54568440","داخل الدولة","07OCT24:00:00:00","توجد","           2","           5","           3","           5"
"    69109333","فاروق علي","بنغلاديش","           2","           1","معلم","    38569669","داخل","28OCT24:00:00:00","لاتوجد","           2","           3","           1","           3"
"    85204782","أرون غوبتا","الهند","           5","           2","حلاق","    67541894","خارج","06MAR25:00:00:00","لاتوجد","           4","           7","           3","           7"
"    37153239","سلطان نصار","لبنان","           1","           1","مقاول","    13650056","داخل","27NOV25:00:00:00","لاتوجد","           0","           2","           2","           2"
"    73578371","عدنان خان","باكستان","           0","           1","مهندس معماري","    29859238","داخل الدولة","12JUL25:00:00:00","لاتوجد","           0","           1","           1","           1"
"    38564286","محمد رضا","باكستان","           1","           0","حلاق","    49765520","داخل الدولة","06JUL26:00:00:00","لاتوجد","           0","           1","           1","           1"
"    77542602","خالد نصار","مصر","           3","           5","حلاق","    75621090","داخل","14JAN26:00:00:00","توجد","           3","           8","           5","           8"
"      224831","زيشان مالك","باكستان","           1","           0","مترجم","    30867741","خارج","26JAN25:00:00:00","لاتوجد","           1","           1","           0","           1"
"    56287425","عائشة حسن","مصر","           0","           2","عامل","    17931169","خارج الدولة","11FEB24:00:00:00","توجد","           1","           2","           1","           2"
"     6362201","أحمد صالح","لبنان","           5","           3","مهندس ميكانيكا","    49836756","داخل الدولة","29MAR25:00:00:00","توجد","           5","           8","           3","           8"
"     4447546","حسن درويش","مصر","           0","           1","منسق","    95769094","خارج","11MAR26:00:00:00","توجد","           1","           1","           0","           1"
"    26611903","فاروق حسين","بنغلاديش","           3","           5","مهندس ميكانيكا","    10508540","داخل","23MAR26:00:00:00","لاتوجد","           4","           8","           4","           8"
"      214281","أميت داس","الهند","           4","           7","ضابط","    74113071","داخل","21APR25:00:00:00","توجد","           3","          11","           8","          11"
"       81583","محمود نصار","مصر","           1","           0","صيدلي","    67269289","داخل الدولة","02MAY25:00:00:00","توجد","           1","           1","           0","           1"
"    40596637","سعيد محمود","السودان","           2","           4","طالب","    82690299","خارج الدولة","10JAN24:00:00:00","توجد","           2","           6","           4","           6"
"    59069936","عبدالله درويش","الأردن","           5","           3","مهندس","    84847253","خارج","24JUN25:00:00:00","لاتوجد","           3","           8","           5","           8"
"     9270076","آصف رضا","باكستان","           1","           1","كهربائي","    45890984","داخل","26FEB24:00:00:00","توجد","           1","           2","           1","           2"
"    70169286","عبدالله عبدالرحمن","مصر","           0","           2","تاجر","    79565449","خارج","11MAR25:00:00:00","لاتوجد","           0","           2","           2","           2"
"       41111","يوسف القبيسي","الإمارات العربية المتحدة","           3","           6","عامل توصيل","    65896356","داخل","11JAN24:00:00:00","توجد","           3","           9","           6","           9"
"    14356952","أنيل شارما","الهند","           2","           0","حارس أمن","    69448499","داخل","05OCT25:00:00:00","لاتوجد","           1","           2","           1","           2"
"      982111","محمد أحمد","باكستان","           1","           0","سائق شاحنة","    22354633","خارج الدولة","13MAR25:00:00:00","لاتوجد","           1","           1","           0","           1"
"      715575","شركة الأسمنت الوطنية","الإمارات العربية المتحدة","           7","           2","مدير مشروع","    32517185","خارج الدولة","03AUG25:00:00:00","لاتوجد","           5","           9","           4","           9"
"    24677941","محمد شيخ","باكستان","           1","           1","مصمم","    93616862","داخل","01MAY25:00:00:00","توجد","           0","           2","           2","           2"
"      347054","سوريش شارما","الهند","           0","           1","مدير مشروع","    99398631","داخل","25MAR25:00:00:00","توجد","           0","           1","           1","           1"
"    96200923","أميت شارما","الهند","           7","           4","أمين مخزن","    76967609","داخل","06JAN24:00:00:00","لاتوجد","           8","          11","           3","          11"
"    71557435","شاهين علي","بنغلاديش","           0","           2","مدير موارد بشرية","    11737530","داخل الدولة","03JUN26:00:00:00","لاتوجد","           1","           2","           1","           2"
"    59522499","حسين كمال","مصر","           0","           1","صحفي","    64954744","خارج الدولة","27APR24:00:00:00","توجد","           1","           1","           0","           1"
"      844875","جمعة السويدي","الإمارات العربية المتحدة","           4","           3","محامي","    77223478","خارج","01OCT25:00:00:00","توجد","           5","           7","           2","           7"
"    36750122","عمران رضا","باكستان","           2","           5","فني","    13594195","خارج الدولة","16MAY26:00:00:00","لاتوجد","           5","           7","           2","           7"
"    38005954","منى كمال","سوريا","           1","           1","أخصائي مختبر","    49865444","داخل الدولة","27MAY25:00:00:00","لاتوجد","           0","           2","           2","           2"
"       56145","منصور الشامسي","الإمارات العربية المتحدة","           0","           1","حارس أمن","    92569642","داخل","17AUG24:00:00:00","توجد","           1","           1","           0","           1"
"    62806252","كريستينا ميندوزا","الفلبين","           0","           1","مضيف طيران","    59288409","داخل","11JUL26:00:00:00","توجد","           0","           1","           1","           1"
"      883487","زايد محمود","الأردن","           0","           2","حارس أمن","    63077497","خارج الدولة","19AUG24:00:00:00","توجد","           2","           2","           0","           2"
"    82764931","كامران رضا","باكستان","           2","           1","مشرف","    82700593","خارج","08MAR24:00:00:00","توجد","           2","           3","           1","           3"
"    19263986","سارة فهمي","السودان","           2","           0","وسيط عقاري","    45663825","داخل","18JAN26:00:00:00","لاتوجد","           1","           2","           1","           2"
"    82189229","زيشان قريشي","باكستان","           1","           2","ممرض","    82584024","داخل الدولة","31MAR26:00:00:00","توجد","           1","           3","           2","           3"
"       89168","عبيد المزروعي","الإمارات العربية المتحدة","           1","           0","مدير","    33606073","خارج الدولة","22NOV25:00:00:00","لاتوجد","           1","           1","           0","           1"
"    35066048","سعيد محمود","لبنان","           4","           6","وسيط عقاري","    70887960","داخل","29MAR24:00:00:00","لاتوجد","           5","          10","           5","          10"
"    75358833","زيشان قريشي","باكستان","           5","           6","خياط","    76426596","داخل الدولة","25JUL25:00:00:00","لاتوجد","           6","          11","           5","          11"
"    11855908","راميش شارما","الهند","           4","           6","طيار","    40548719","خارج الدولة","21FEB24:00:00:00","توجد","           5","          10","           5","          10"
"     9191545","كريشنا شريستا","نيبال","           4","           8","بحار","    62586141","خارج الدولة","01JUN26:00:00:00","لاتوجد","           4","          12","           8","          12"
"    54551051","ماريا راموس","الفلبين","           0","           3","ممرض","    54353853","داخل","26JUL24:00:00:00","لاتوجد","           1","           3","           2","           3"
"    73217871","راميش بيلاي","الهند","           8","           7","نجار","    44241634","داخل","02APR26:00:00:00","لاتوجد","           3","          15","          12","          15"
"      427724","آشا سينغ","الهند","           1","           4","حلاق","    47663082","خارج الدولة","19DEC24:00:00:00","لاتوجد","           1","           5","           4","           5"
"    21257613","كمال رحمن","بنغلاديش","           0","           3","موظف بنك","    52924531","داخل الدولة","24FEB24:00:00:00","توجد","           1","           3","           2","           3"
"    65539272","رافي سينغ","الهند","           7","           9","مدير موارد بشرية","    64782252","خارج الدولة","10APR26:00:00:00","لاتوجد","          12","          16","           4","          16"
"    36873597","آشا شارما","الهند","           1","           0","رجل أعمال","    65511858","خارج الدولة","13MAR25:00:00:00","لاتوجد","           1","           1","           0","           1"
"    66013795","كريم ميا","بنغلاديش","           2","           3","صيدلي","    99176433","خارج","29NOV25:00:00:00","لاتوجد","           1","           5","           4","           5"
"       23506","حسين إبراهيم","مصر","           3","           0","سائق أجرة","    78595532","داخل الدولة","29SEP24:00:00:00","لاتوجد","           1","           3","           2","           3"
"    69451249","عمر نصار","اليمن","           0","           1","مزارع","    29566716","داخل الدولة","12MAY24:00:00:00","توجد","           0","           1","           1","           1"
"    66846642","نورة المزروعي","الإمارات العربية المتحدة","          13","          18","أمين مخزن","    31474673","داخل الدولة","11AUG24:00:00:00","توجد","          18","          31","          13","          31"
"    80434768","مانوج غوبتا","الهند","           4","           3","صيدلي","    86157056","داخل","27NOV24:00:00:00","لاتوجد","           3","           7","           4","           7"
"    43994528","موهان ريدي","الهند","           7","           2","ممرض","    60176769","خارج الدولة","28SEP25:00:00:00","توجد","           6","           9","           3","           9"
"    53176240","الواحة للخدمات اللوجستية","الإمارات العربية المتحدة","           3","           6","مقاول","    11594683","خارج","11APR26:00:00:00","توجد","           2","           9","           7","           9"
"    21579401","عدنان خان","باكستان","           4","           0","صياد","    52836040","خارج","07FEB25:00:00:00","لاتوجد","           3","           4","           1","           4"
"     6851712","سلمى درويش","مصر","           6","           5","طاهي","    54734062","داخل الدولة","09DEC25:00:00:00","لاتوجد","           8","          11","           3","          11"
"    46392434","وضحة حسن","الأردن","           2","           1","موظف حكومي","    50017426","داخل الدولة","07JAN25:00:00:00","لاتوجد","           2","           3","           1","           3"
"    75172848","مانوج داس","الهند","           0","           1","طالب","    51217825","خارج الدولة","18FEB24:00:00:00","لاتوجد","           1","           1","           0","           1"
"      540367","زايد العلي","الإمارات العربية المتحدة","           1","           3","مضيف طيران","    95990638","خارج","15MAR25:00:00:00","لاتوجد","           1","           4","           3","           4"
"     5435845","مريم حبيب","العراق","           2","           2","طيار","    97927366","خارج","07DEC24:00:00:00","توجد","           3","           4","           1","           4"
"    49456736","نيها راو","الهند","           4","           1","صحفي","    83479259","داخل","07FEB24:00:00:00","لاتوجد","           2","           5","           3","           5"
"    36909953","فيجاي فيرما","الهند","           4","           4","موظف بنك","    96472007","خارج الدولة","04OCT25:00:00:00","لاتوجد","           6","           8","           2","           8"
"    32240761","منصور الغافري","الإمارات العربية المتحدة","           6","          12","مبرمج","    88893050","داخل","30JAN26:00:00:00","لاتوجد","           8","          18","          10","          18"
"    33116781","وسيم رضا","باكستان","           0","           1","أخصائي تسويق","    73378114","داخل","08OCT24:00:00:00","توجد","           1","           1","           0","           1"
"     7192877","راميش آير","الهند","           1","           2","مضيف طيران","    60795845","داخل الدولة","01MAY24:00:00:00","لاتوجد","           2","           3","           1","           3"
"    79436501","زايد عوض","مصر","           2","           1","متقاعد","    51119694","داخل الدولة","08AUG25:00:00:00","لاتوجد","           1","           3","           2","           3"
"    35208721","سومان غورونغ","نيبال","           2","           0","مندوب مبيعات","    69172797","داخل الدولة","23JAN25:00:00:00","توجد","           0","           2","           2","           2"
"    66340951","دانيال جونسون","الولايات المتحدة","           4","           0","مندوب مبيعات","    30573377","خارج","15MAR25:00:00:00","لاتوجد","           2","           4","           2","           4"
"    48546794","الصحراء لتأجير السيارات","الإمارات العربية المتحدة","           8","           7","مدير مشروع","    61956979","خارج","15AUG24:00:00:00","لاتوجد","           5","          15","          10","          15"
"     2081331","الخدمات السريعة للتوصيل","الإمارات العربية المتحدة","           3","           3","مقاول","    77714458","خارج","24JUL24:00:00:00","توجد","           5","           6","           1","           6"
"    96856098","عمران إقبال","باكستان","           2","           0","سكرتير","    87636314","داخل الدولة","25FEB25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    64327246","عالية السويدي","الإمارات العربية المتحدة","           5","           3","أخصائي تسويق","    96393185","داخل","05OCT24:00:00:00","لاتوجد","           5","           8","           3","           8"
"      547049","مانوج شاه","الهند","           0","           4","فني أشعة","    44050994","داخل الدولة","10OCT24:00:00:00","لاتوجد","           2","           4","           2","           4"
"    13431525","ليلى حسن","الأردن","           4","           4","رجل أعمال","    60915412","داخل","23FEB24:00:00:00","توجد","           3","           8","           5","           8"
"       86730","راميش سينغ","الهند","           3","           1","معلم","    30083854","داخل","04JUL26:00:00:00","توجد","           2","           4","           2","           4"
"      155275","ديباك باتيل","الهند","           0","           1","طبيب أسنان","    35990022","خارج الدولة","28MAY24:00:00:00","لاتوجد","           0","           1","           1","           1"
"    54019670","مؤسسة دبي للتاكسي","الإمارات العربية المتحدة","           5","           9","مدير مشروع","    94742307","خارج","18MAR26:00:00:00","توجد","          10","          14","           4","          14"
"     9577709","ديباك راي","نيبال","           1","           0","مشرف","    32991080","داخل","04SEP24:00:00:00","توجد","           1","           1","           0","           1"
"      795241","لطيفة المري","الإمارات العربية المتحدة","           1","           2","عامل","    48938530","خارج الدولة","05SEP25:00:00:00","لاتوجد","           2","           3","           1","           3"
"    46021413","رافي ناير","الهند","           0","           2","موظف بنك","    68251873","خارج","13JUN25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    93844657","مارك ميندوزا","الفلبين","           3","           6","نجار","    20366532","داخل الدولة","21APR26:00:00:00","لاتوجد","           3","           9","           6","           9"
"    17613568","كيران داس","الهند","           1","           1","محلل مالي","    11492408","داخل","02JUL26:00:00:00","لاتوجد","           1","           2","           1","           2"
"    31712268","كارلو غارسيا","الفلبين","           4","           5","فني أشعة","    32208770","خارج الدولة","16MAR26:00:00:00","توجد","           6","           9","           3","           9"
"    29599451","سلامة إبراهيم","مصر","           1","           2","فني","    83708162","خارج الدولة","09MAY24:00:00:00","لاتوجد","           2","           3","           1","           3"
"    97164813","بلال مالك","باكستان","           5","           3","مدير مشروع","    94068484","خارج","27FEB26:00:00:00","توجد","           4","           8","           4","           8"
"     8936994","الواحة للخدمات اللوجستية","الإمارات العربية المتحدة","           4","           2","رجل أعمال","    61673843","داخل الدولة","26NOV24:00:00:00","لاتوجد","           3","           6","           3","           6"
"     9913575","كمال الدين","بنغلاديش","           3","           0","طبيب أسنان","    72092043","خارج","04AUG24:00:00:00","لاتوجد","           2","           3","           1","           3"
"    60864423","هند العلي","الإمارات العربية المتحدة","           0","           1","عامل نظافة","    72241418","خارج الدولة","13AUG25:00:00:00","توجد","           1","           1","           0","           1"
"     5026882","مواصلات الإمارات","الإمارات العربية المتحدة","           5","           4","مقاول","    51786828","داخل","10OCT25:00:00:00","لاتوجد","           3","           9","           6","           9"
"      638497","مارك كروز","الفلبين","           0","           1","صياد","    13979967","خارج الدولة","09APR24:00:00:00","متوفى","           1","           1","           0","           1"
"     9209570","فاروق علي","بنغلاديش","           6","           6","موظف بنك","    93518187","خارج الدولة","09JAN24:00:00:00","لاتوجد","           6","          12","           6","          12"
"    32796582","سيتي تاكسي ذ.م.م","الإمارات العربية المتحدة","           6","           5","رجل أعمال","    37791206","خارج الدولة","29JUL24:00:00:00","لاتوجد","           9","          11","           2","          11"
"     6041607","رحمن ميا","بنغلاديش","           2","           4","سباك","    66131083","خارج الدولة","01SEP25:00:00:00","لاتوجد","           3","           6","           3","           6"
"    52555409","كافيتا شاه","الهند","           0","           2","عامل توصيل","    21901777","خارج","17MAR25:00:00:00","لاتوجد","           1","           2","           1","           2"
"     6372912","براكاش ماغار","نيبال","           1","           0","نجار","    16209492","داخل","08APR26:00:00:00","لاتوجد","           1","           1","           0","           1"
"      237527","عبدالله عبدالرحمن","الأردن","           0","           1","أخصائي تسويق","    15660204","داخل الدولة","04JUL26:00:00:00","لاتوجد","           1","           1","           0","           1"
"      745269","سارة الرميثي","الإمارات العربية المتحدة","           5","           5","تاجر","    42822306","خارج الدولة","17JAN25:00:00:00","لاتوجد","           6","          10","           4","          10"
"      206757","عثمان خان","باكستان","           8","           5","أخصائي مختبر","    22986109","داخل","02MAY25:00:00:00","لاتوجد","           5","          13","           8","          13"
"    99495468","عمر الكعبي","الإمارات العربية المتحدة","           0","           5","مذيع","    76826644","داخل الدولة","27MAR26:00:00:00","لاتوجد","           3","           5","           2","           5"
"     7907200","أنجيلو رييس","الفلبين","           1","           1","محلل مالي","    85714269","خارج الدولة","28JAN25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    91004194","سارة نصار","مصر","           6","           6","مهندس كهرباء","    43270284","داخل الدولة","11JUL26:00:00:00","متوفى","           9","          12","           3","          12"
"    80558807","عالية حبيب","عمان","           3","           5","وسيط عقاري","    54050438","داخل","30OCT25:00:00:00","لاتوجد","           2","           8","           6","           8"
"     4322129","مانوج ريدي","الهند","           1","           1","متقاعد","    37799458","داخل","28FEB26:00:00:00","لاتوجد","           1","           2","           1","           2"
"      744834","ديبا ناير","الهند","          13","          14","مدير مشروع","    16183673","داخل الدولة","29JAN25:00:00:00","لاتوجد","          17","          27","          10","          27"
"    15102685","عمر حداد","السودان","           0","           2","موظف حكومي","    89700959","داخل الدولة","23NOV24:00:00:00","لاتوجد","           1","           2","           1","           2"
"    76909748","حسن المري","الإمارات العربية المتحدة","           1","           2","عامل توصيل","    34365224","خارج الدولة","29APR26:00:00:00","توجد","           2","           3","           1","           3"
"    50246161","آمنة صالح","الأردن","           1","           1","مدير موارد بشرية","    18904049","داخل","10FEB26:00:00:00","لاتوجد","           1","           2","           1","           2"
"    71553730","ريخا بيلاي","الهند","           3","           1","عامل","    32728944","داخل","10MAR26:00:00:00","توجد","           3","           4","           1","           4"
"    83207363","حسن حسن","الأردن","           2","           2","وسيط عقاري","    18094408","داخل الدولة","22MAR24:00:00:00","توجد","           3","           4","           1","           4"
"    86513785","وسيم بت","باكستان","           1","           1","حلاق","    81402129","خارج الدولة","06JUN26:00:00:00","توجد","           0","           2","           2","           2"
"    70744111","فاروق إسلام","بنغلاديش","           0","           1","سائق","    40565170","داخل الدولة","26FEB24:00:00:00","توجد","           0","           1","           1","           1"
"      547810","موزة عوض","عمان","           6","           5","موظف حكومي","    61263216","داخل الدولة","12JAN26:00:00:00","لاتوجد","           7","          11","           4","          11"
"    67168472","أرون فيرما","الهند","           0","           1","صياد","    40738063","داخل الدولة","02MAR25:00:00:00","لاتوجد","           1","           1","           0","           1"
"      519999","سانجاي راو","الهند","           0","           1","مهندس","    74147450","خارج الدولة","01APR24:00:00:00","لاتوجد","           1","           1","           0","           1"
"       22749","فاروق حسين","بنغلاديش","           2","           0","مصمم","    54461710","داخل الدولة","11JAN24:00:00:00","لاتوجد","           1","           2","           1","           2"
"      251810","ناصر عبدالرحمن","سوريا","           1","           0","مهندس ميكانيكا","    92331132","خارج الدولة","30MAY26:00:00:00","لاتوجد","           1","           1","           0","           1"
"     1375616","حسن فهمي","السودان","           1","           0","حلاق","    76033507","داخل الدولة","31AUG25:00:00:00","توجد","           1","           1","           0","           1"
"    18175018","فيصل قريشي","باكستان","          16","          18","عامل توصيل","    52285819","داخل","10MAY25:00:00:00","لاتوجد","          24","          34","          10","          34"
"       52937","ماجد إبراهيم","مصر","           6","           5","جندي","    69247054","داخل","23JAN25:00:00:00","لاتوجد","           8","          11","           3","          11"
"    24081623","عبيد الرميثي","الإمارات العربية المتحدة","           1","           0","سائق","    23395828","داخل الدولة","14AUG25:00:00:00","لاتوجد","           1","           1","           0","           1"
"     2231717","علي النعيمي","الإمارات العربية المتحدة","           2","           3","موظف بنك","    78973521","داخل الدولة","05AUG24:00:00:00","لاتوجد","           1","           5","           4","           5"
"    66363166","راميش بيلاي","الهند","           4","           4","محامي","    35821437","داخل","12MAR24:00:00:00","لاتوجد","           6","           8","           2","           8"
"    96580779","حسن السويدي","الإمارات العربية المتحدة","           4","           0","مهندس ميكانيكا","    55678492","خارج الدولة","17APR26:00:00:00","متوفى","           2","           4","           2","           4"
"    77519137","ماجد السويدي","الإمارات العربية المتحدة","           5","           6","طيار","    27122513","خارج الدولة","19OCT24:00:00:00","لاتوجد","           6","          11","           5","          11"
"    52086340","نذرول الدين","بنغلاديش","           4","           5","مدير موارد بشرية","    89556807","داخل","03DEC24:00:00:00","لاتوجد","           3","           9","           6","           9"
"    23256210","أرون راو","الهند","           3","           3","مصمم","    73892888","داخل الدولة","09AUG25:00:00:00","متوفى","           4","           6","           2","           6"
"    54738603","رافي شارما","الهند","           5","           6","مترجم","    58334996","خارج","09JUN24:00:00:00","لاتوجد","           8","          11","           3","          11"
"       94016","جمعة نصار","سوريا","           2","           4","موظف حكومي","    41328524","خارج","23MAR26:00:00:00","لاتوجد","           3","           6","           3","           6"
"     5289003","سوريش داس","الهند","           1","           1","أخصائي تسويق","    97685409","داخل","21APR24:00:00:00","توجد","           1","           2","           1","           2"
"    22763607","ريم عوض","فلسطين","           0","           1","مذيع","    11194421","داخل الدولة","29MAR25:00:00:00","توجد","           0","           1","           1","           1"
"    71829176","كاسون راجاباكسا","سريلانكا","           1","           0","عامل","    56971372","خارج","11JUN25:00:00:00","لاتوجد","           1","           1","           0","           1"
"     3310106","زيشان قريشي","باكستان","           0","           5","سباك","    95623896","خارج الدولة","13APR26:00:00:00","توجد","           2","           5","           3","           5"
"     1577478","آشا كومار","الهند","           5","           2","عامل نظافة","    68931294","داخل","15JUN25:00:00:00","لاتوجد","           5","           7","           2","           7"
"     9332350","أميت آير","الهند","           0","           1","مبرمج","    34469041","داخل","13OCT24:00:00:00","توجد","           1","           1","           0","           1"
"       41162","بلال بت","باكستان","           0","           1","صيدلي","    13640033","خارج","12MAY26:00:00:00","لاتوجد","           0","           1","           1","           1"
"    10229428","رامون سانتوس","الفلبين","           9","           7","مهندس كهرباء","    32435001","خارج الدولة","13MAR26:00:00:00","لاتوجد","           9","          16","           7","          16"
"    12728024","محمود الرميثي","الإمارات العربية المتحدة","           2","           0","حلاق","    34348459","داخل","16MAR24:00:00:00","توجد","           1","           2","           1","           2"
"    70352728","حمدان علي","الأردن","           8","           9","موظف بنك","    45203105","خارج الدولة","11APR26:00:00:00","توجد","           4","          17","          13","          17"
"     5113318","كمال الدين","بنغلاديش","           1","           0","مهندس","    41756312","داخل الدولة","17MAR24:00:00:00","لاتوجد","           1","           1","           0","           1"
"    13925117","ناصر المنصوري","الإمارات العربية المتحدة","           1","           0","مصمم","    18948635","داخل الدولة","05JAN26:00:00:00","لاتوجد","           1","           1","           0","           1"
"     7193787","عالية الكتبي","الإمارات العربية المتحدة","           7","           2","طبيب أسنان","    62794442","خارج الدولة","19FEB24:00:00:00","لاتوجد","           4","           9","           5","           9"
"      223350","الواحة للخدمات اللوجستية","الإمارات العربية المتحدة","          19","          11","مدير مشروع","    60268893","خارج","21DEC24:00:00:00","لاتوجد","          21","          30","           9","          30"
"    71902135","محمد رضا","باكستان","           5","           4","مهندس ميكانيكا","    93889092","داخل الدولة","09JUN26:00:00:00","متوفى","           5","           9","           4","           9"
"    52023528","شاهين شودري","بنغلاديش","           7","           6","مستشار","    75820218","داخل الدولة","01MAY24:00:00:00","توجد","           3","          13","          10","          13"
"    46275437","رامون ميندوزا","الفلبين","           3","           2","مدقق حسابات","    69138111","داخل الدولة","20MAY24:00:00:00","لاتوجد","           2","           5","           3","           5"
"      771765","سارة إبراهيم","العراق","           1","           2","طبيب أسنان","    85947557","داخل الدولة","13OCT24:00:00:00","متوفى","           1","           3","           2","           3"
"    85098931","ديباك باتيل","الهند","           2","           2","طاهي","    36247638","خارج الدولة","16JAN25:00:00:00","توجد","           2","           4","           2","           4"
"    14981556","أميت غوبتا","الهند","           3","           8","مزارع","    44020576","خارج","06JUL24:00:00:00","توجد","           6","          11","           5","          11"
"     8529288","ماجد الفلاسي","الإمارات العربية المتحدة","           1","           2","حارس أمن","    53445055","داخل","25OCT24:00:00:00","لاتوجد","           2","           3","           1","           3"
"     4014176","آشا باتيل","الهند","           1","           9","سائق أجرة","    18703208","داخل","14FEB25:00:00:00","لاتوجد","           7","          10","           3","          10"
"      939649","جون راموس","الفلبين","           4","           5","أخصائي مختبر","    65643184","داخل","18MAR26:00:00:00","لاتوجد","           3","           9","           6","           9"
"      379523","سونيتا باتيل","الهند","           0","           1","محلل مالي","    91008668","داخل","17MAR25:00:00:00","لاتوجد","           1","           1","           0","           1"
"    86885942","يوسف الزعابي","الإمارات العربية المتحدة","           2","           0","منسق","    54615137","داخل الدولة","29JUN24:00:00:00","لاتوجد","           1","           2","           1","           2"
"       22163","الفطيم للخدمات اللوجستية","الإمارات العربية المتحدة","           6","           8","رجل أعمال","    22333768","خارج الدولة","07FEB25:00:00:00","لاتوجد","           3","          14","          11","          14"
"      443125","سالم الغافري","الإمارات العربية المتحدة","           1","           0","مصمم","    79498513","داخل الدولة","27JAN24:00:00:00","لاتوجد","           1","           1","           0","           1"
"    34111167","بلال شيخ","باكستان","           0","           2","سائق شاحنة","    11848049","داخل","25JUN25:00:00:00","توجد","           1","           2","           1","           2"
"      946149","محمود الكتبي","الإمارات العربية المتحدة","           2","           2","مندوب مبيعات","    70343567","داخل","11AUG25:00:00:00","لاتوجد","           3","           4","           1","           4"
"     2248326","بريا داس","الهند","           1","           1","مهندس","    55548868","داخل","15SEP25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    36235921","فهد علي","فلسطين","           2","           0","مهندس ميكانيكا","    26344252","خارج الدولة","06JUL24:00:00:00","توجد","           1","           2","           1","           2"
"      919726","يوسف خليل","مصر","           0","           1","مدير","    81778075","خارج","02FEB26:00:00:00","لاتوجد","           0","           1","           1","           1"
"    81612291","آصف أحمد","باكستان","           2","           0","مشرف","    89799936","داخل الدولة","24AUG24:00:00:00","توجد","           1","           2","           1","           2"
"    10050499","راجيش بيلاي","الهند","           1","           1","حلاق","    95298134","داخل","24NOV25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    99265887","منى الشامسي","الإمارات العربية المتحدة","           7","           1","جندي","    49756933","داخل","02JUN25:00:00:00","توجد","           4","           8","           4","           8"
"    88074752","منصور السويدي","الإمارات العربية المتحدة","           2","           6","سباك","    63445123","خارج","09JUN26:00:00:00","لاتوجد","           4","           8","           4","           8"
"       38988","فهد العلي","الإمارات العربية المتحدة","           3","           4","سكرتير","    14495245","خارج","20JUN26:00:00:00","لاتوجد","           4","           7","           3","           7"
"    52480334","عمر علي","الأردن","           2","           2","أمين مخزن","    50532981","داخل الدولة","17AUG25:00:00:00","لاتوجد","           1","           4","           3","           4"
"    43322434","أدنوك للتوزيع","الإمارات العربية المتحدة","           5","           3","مقاول","    32276580","خارج","25MAR26:00:00:00","لاتوجد","           3","           8","           5","           8"
"      658774","وضحة علي","مصر","           4","           2","موظف بنك","    86463406","داخل","12MAR26:00:00:00","لاتوجد","           2","           6","           4","           6"
"    31822401","حسن الزعابي","الإمارات العربية المتحدة","           3","           6","مترجم","    82059741","داخل الدولة","15AUG25:00:00:00","لاتوجد","           6","           9","           3","           9"
"    61876742","ليلى كمال","مصر","           2","           2","مقاول","    40692301","خارج","18JUL26:00:00:00","توجد","           2","           4","           2","           4"
"     7570487","سونيتا غوبتا","الهند","           0","           2","صيدلي","    92095016","داخل الدولة","13APR24:00:00:00","لاتوجد","           2","           2","           0","           2"
"    44301879","موهان سينغ","الهند","           1","           0","حارس أمن","    16071131","خارج الدولة","06DEC25:00:00:00","لاتوجد","           1","           1","           0","           1"
"      212089","موهان ناير","الهند","           2","           1","مبرمج","    74369864","خارج","06JUN25:00:00:00","توجد","           1","           3","           2","           3"
"    55379676","سوريش راو","الهند","           2","           1","مستشار","    30282514","خارج","23JUL25:00:00:00","لاتوجد","           1","           3","           2","           3"
"    41053670","كيران ناير","الهند","           0","           1","بائع","    74696596","خارج","15DEC24:00:00:00","لاتوجد","           0","           1","           1","           1"
"    36825221","عثمان قريشي","باكستان","           2","           2","مشرف","    93991079","خارج الدولة","12AUG24:00:00:00","لاتوجد","           2","           4","           2","           4"
"    24052324","يوسف المهيري","الإمارات العربية المتحدة","           3","           0","طبيب أسنان","    31129009","داخل الدولة","24JUN24:00:00:00","توجد","           1","           3","           2","           3"
"    36293582","فيصل أحمد","باكستان","           9","           8","طالب","    22410046","خارج الدولة","05APR25:00:00:00","لاتوجد","          10","          17","           7","          17"
