"case_date","category","danger category description","driver name","driver name A","crime ADSC","Traffic No","وجود البلاغات الجنائية"
"2019-03-07 07:36:02","غير مقلقة","dangerous","Rahman Miah","رحمن ميا","التعدي على الأملاك الخاصة","       81898","بلاغ جنائي"
"","","medium","Andrew Johnson","أندرو جونسون","","    82953350","بدون البلاغات الجنائية"
"","","medium","Muhammad Sheikh","محمد شيخ","","     6086939","بدون البلاغات الجنائية"
"","","medium","Asif Qureshi","آصف قريشي","","    91994931","بدون البلاغات الجنائية"
"","","low","Rashid Darwish","راشد درويش","","      276209","بدون البلاغات الجنائية"
"","","low","Salem Awad","سالم عوض","","    29238905","بدون البلاغات الجنائية"
"","","low","Nazrul Islam","نذرول إسلام","","     2185344","بدون البلاغات الجنائية"
"","","low","Deepak Sharma","ديباك شارما","","      345718","بدون البلاغات الجنائية"
"2023-06-27 08:18:05","غير مقلقة","medium","Neha Menon","نيها مينون","السب والقذف","    73996959","بلاغ جنائي"
"","","medium","Sunil Menon","سونيل مينون","","     5498494","بدون البلاغات الجنائية"
"","","dangerous","Carlo Cruz","كارلو كروز","","    55665597","بدون البلاغات الجنائية"
"","","medium","Faruk Uddin","فاروق الدين","","    53640910","بدون البلاغات الجنائية"
"","","low","Hassan Awad","حسن عوض","","     4374166","بدون البلاغات الجنائية"
"","","medium","Usman Chaudhry","عثمان تشودري","","    35203587","بدون البلاغات الجنائية"
"","","low","Ahmed Haddad","أحمد حداد","","    96143202","بدون البلاغات الجنائية"
"","","low","Obaid Al Marri","عبيد المري","","       36644","بدون البلاغات الجنائية"
"2025-07-28 00:33:53","مقلقة","highly dangerous","John Bautista","جون باوتيستا","غسل الأموال","    75757482","بلاغ جنائي"
"2020-11-09 08:39:44","مقلقة","highly dangerous","John Bautista","جون باوتيستا","تعاطي مواد مخدرة","    75757482","بلاغ جنائي"
"2020-03-07 08:37:12","غير مقلقة","low","Fahad Mansour","فهد منصور","إلحاق الضرر العمدي بالممتلكات","      624434","بلاغ جنائي"
"","","highly dangerous","Youssef Nassar","يوسف نصار","","    65381138","بدون البلاغات الجنائية"
"","","low","Ramon Ramos","رامون راموس","","    38813368","بدون البلاغات الجنائية"
"","","low","Rahman Chowdhury","رحمن شودري","","    96658911","بدون البلاغات الجنائية"
"","","dangerous","Omar Mahmoud","عمر محمود","","       29460","بدون البلاغات الجنائية"
"2019-06-18 09:02:09","مقلقة","highly dangerous","Deepa Verma","ديبا فيرما","الاعتداء بالضرب المفضي إلى إصابة","    58221338","بلاغ جنائي"
"2023-01-24 16:40:01","مقلقة","medium","Faruk Ali","فاروق علي","الدخول للبلاد بطريقة غير مشروعة","       59447","بلاغ جنائي"
"2023-11-11 00:09:52","غير مقلقة","medium","Faruk Ali","فاروق علي","القيادة برخصة منتهية","       59447","بلاغ جنائي"
"","","medium","Meena Sharma","مينا شارما","","    45066763","بدون البلاغات الجنائية"
"","","low","Kavita Rao","كافيتا راو","","    54177118","بدون البلاغات الجنائية"
"","","low","Sultan Al Muhairi","سلطان المهيري","","    30862026","بدون البلاغات الجنائية"
"","","dangerous","Saeed Mahmoud","سعيد محمود","","    83235441","بدون البلاغات الجنائية"
"","","dangerous","Asif Sheikh","آصف شيخ","","    22375311","بدون البلاغات الجنائية"
"","","low","Shahin Hossain","شاهين حسين","","    67306521","بدون البلاغات الجنائية"
"","","dangerous","Ibrahim Mansour","إبراهيم منصور","","      483902","بدون البلاغات الجنائية"
"","","medium","Nazrul Islam","نذرول إسلام","","      190080","بدون البلاغات الجنائية"
"","","low","Adnan Raza","عدنان رضا","","       30911","بدون البلاغات الجنائية"
"2020-12-04 01:42:43","غير مقلقة","medium","Muhammad Raza","محمد رضا","مخالفة قيود الإقامة","    85415896","بلاغ جنائي"
"2019-11-09 21:16:38","مقلقة","medium","Muhammad Raza","محمد رضا","التستر على مطلوب للعدالة","    85415896","بلاغ جنائي"
"","","medium","Neha Iyer","نيها آير","","      586927","بدون البلاغات الجنائية"
"","","low","Dipak Shrestha","ديباك شريستا","","    43916312","بدون البلاغات الجنائية"
"2022-07-26 16:01:22","مقلقة","highly dangerous","Ramesh Patel","راميش باتيل","غسل الأموال","     6534371","بلاغ جنائي"
"2021-04-20 11:38:27","غير مقلقة","highly dangerous","Ramesh Patel","راميش باتيل","مخالفة قيود الإقامة","     6534371","بلاغ جنائي"
"2022-10-01 16:45:40","مقلقة","highly dangerous","Ramesh Patel","راميش باتيل","حيازة مواد مخدرة","     6534371","بلاغ جنائي"
"2021-03-10 14:21:02","مقلقة","highly dangerous","Ramesh Patel","راميش باتيل","مقاومة رجال السلطة","     6534371","بلاغ جنائي"
"2023-12-22 12:17:33","مقلقة","highly dangerous","Ramesh Patel","راميش باتيل","التزوير في اللوحات","     6534371","بلاغ جنائي"
"2021-07-16 03:16:28","مقلقة","highly dangerous","Ramesh Patel","راميش باتيل","السرقة","     6534371","بلاغ جنائي"
"","","low","Ramon Ramos","رامون راموس","","     2185357","بدون البلاغات الجنائية"
"","","medium","Al Ain Farms Transport","مزارع العين للنقل","","     2519738","بدون البلاغات الجنائية"
"","","low","Saeed Awad","سعيد عوض","","    33831219","بدون البلاغات الجنائية"
"","","medium","Green Line Buses","الخط الأخضر للباصات","","      302883","بدون البلاغات الجنائية"
"","","low","Shahin Chowdhury","شاهين شودري","","    92459721","بدون البلاغات الجنائية"
"","","medium","Omar Al Dhaheri","عمر الظاهري","","      493165","بدون البلاغات الجنائية"
"","","highly dangerous","Abdullah Kamal","عبدالله كمال","","    82724032","بدون البلاغات الجنائية"
"","","medium","Sanjay Singh","سانجاي سينغ","","    82505133","بدون البلاغات الجنائية"
"2023-02-28 21:44:30","مقلقة","highly dangerous","Jahangir Chowdhury","جهانغير شودري","حيازة سلاح ناري غير مرخص","      262765","بلاغ جنائي"
"2020-11-19 19:33:44","غير مقلقة","highly dangerous","Jahangir Chowdhury","جهانغير شودري","التهديد","      262765","بلاغ جنائي"
"2024-10-31 22:16:25","مقلقة","highly dangerous","Manoj Kumar","مانوج كومار","عدم الالتزام بالإقامة الجبرية","      572410","بلاغ جنائي"
"2020-07-31 01:57:52","مقلقة","highly dangerous","Manoj Kumar","مانوج كومار","التزوير في اللوحات","      572410","بلاغ جنائي"
"","","dangerous","Anil Nair","أنيل ناير","","       32050","بدون البلاغات الجنائية"
"2024-06-06 21:49:37","مقلقة","medium","Ahmed Al Suwaidi","أحمد السويدي","الابتزاز الإلكتروني","     6055433","بلاغ جنائي"
"2023-05-03 13:41:54","مقلقة","medium","Ahmed Al Suwaidi","أحمد السويدي","الرشوة","     6055433","بلاغ جنائي"
"","","medium","Asif Butt","آصف بت","","    56799126","بدون البلاغات الجنائية"
"2024-05-17 10:54:24","غير مقلقة","highly dangerous","Nasser Saleh","ناصر صالح","التلاعب في عداد المسافات","    29349584","بلاغ جنائي"
"2021-04-03 10:11:25","مقلقة","highly dangerous","Nasser Saleh","ناصر صالح","النصب والاحتيال","    29349584","بلاغ جنائي"
"2024-04-29 12:13:42","غير مقلقة","dangerous","Ali Al Ghafri","علي الغافري","القيادة برخصة منتهية","    45928034","بلاغ جنائي"
"2026-02-21 08:01:58","مقلقة","dangerous","Ali Al Ghafri","علي الغافري","مقاومة رجال السلطة","    45928034","بلاغ جنائي"
"2019-05-21 12:17:03","مقلقة","dangerous","Ali Al Ghafri","علي الغافري","القيادة بتهور","    45928034","بلاغ جنائي"
"","","low","Ravi Singh","رافي سينغ","","       88922","بدون البلاغات الجنائية"
"","","medium","Juma Al Mansoori","جمعة المنصوري","","    36290836","بدون البلاغات الجنائية"
"2024-05-27 08:54:45","غير مقلقة","dangerous","Green Line Buses","الخط الأخضر للباصات","التهديد","    77236134","بلاغ جنائي"
"2026-07-07 21:13:09","غير مقلقة","dangerous","Green Line Buses","الخط الأخضر للباصات","القيادة بلا لوحات","    77236134","بلاغ جنائي"
"2020-07-08 06:16:49","غير مقلقة","dangerous","Green Line Buses","الخط الأخضر للباصات","تجاوز الإشارة الحمراء بشكل متكرر","    77236134","بلاغ جنائي"
"","","dangerous","Bahadur Magar","بهادر ماغار","","       37410","بدون البلاغات الجنائية"
"","","low","Gulf Rent A Car","الخليج لتأجير السيارات","","    34267995","بدون البلاغات الجنائية"
"2019-10-07 07:36:44","مقلقة","highly dangerous","Ali Nassar","علي نصار","القيادة بسرعة جنونية","    37641652","بلاغ جنائي"
"2025-10-21 18:49:46","مقلقة","highly dangerous","Ali Nassar","علي نصار","عدم الالتزام بالإقامة الجبرية","    37641652","بلاغ جنائي"
"2024-02-05 02:58:56","مقلقة","medium","Nazrul Uddin","نذرول الدين","الاعتداء بالضرب المفضي إلى إصابة","    79178617","بلاغ جنائي"
"2022-01-01 11:33:12","مقلقة","dangerous","Juma Mahmoud","جمعة محمود","الشروع في السرقة","     4261091","بلاغ جنائي"
"2026-03-22 12:55:28","غير مقلقة","dangerous","Juma Mahmoud","جمعة محمود","القيادة بدون رخصة قيادة","     4261091","بلاغ جنائي"
"2020-09-11 08:07:09","مقلقة","dangerous","Juma Mahmoud","جمعة محمود","التستر على مطلوب للعدالة","     4261091","بلاغ جنائي"
"","","low","Kamal Chowdhury","كمال شودري","","     9993740","بدون البلاغات الجنائية"
"","","medium","Ravi Gupta","رافي غوبتا","","       83956","بدون البلاغات الجنائية"
"2024-01-28 10:05:37","غير مقلقة","medium","Prakash Shrestha","براكاش شريستا","القيادة بدون تأمين ساري","    23801467","بلاغ جنائي"
"2019-02-14 03:15:16","غير مقلقة","low","Omar Al Falasi","عمر الفلاسي","إتلاف ممتلكات عامة","     8092871","بلاغ جنائي"
"2024-06-10 20:29:58","مقلقة","dangerous","Imran Iqbal","عمران إقبال","حيازة سلاح ناري غير مرخص","      155866","بلاغ جنائي"
"2021-02-08 02:56:54","مقلقة","dangerous","Imran Iqbal","عمران إقبال","غسل الأموال","      155866","بلاغ جنائي"
"2023-11-29 04:23:23","مقلقة","dangerous","Imran Iqbal","عمران إقبال","حيازة مواد مخدرة","      155866","بلاغ جنائي"
"","","medium","Shahin Islam","شاهين إسلام","","    92832566","بدون البلاغات الجنائية"
"2024-06-15 07:07:08","غير مقلقة","dangerous","Zayed Al Balushi","زايد البلوشي","نقل ركاب بدون تصريح","    93719924","بلاغ جنائي"
"","","dangerous","Dubai Taxi Corporation","مؤسسة دبي للتاكسي","","      483466","بدون البلاغات الجنائية"
"","","dangerous","Sunil Fernando","سونيل فرناندو","","       53608","بدون البلاغات الجنائية"
"","","low","Arun Iyer","أرون آير","","    11759021","بدون البلاغات الجنائية"
"","","highly dangerous","Andrew Taylor","أندرو تايلور","","    64545945","بدون البلاغات الجنائية"
"","","low","Asif Ahmed","آصف أحمد","","    71154504","بدون البلاغات الجنائية"
"2025-03-27 22:46:13","مقلقة","highly dangerous","Fahad Fahmy","فهد فهمي","غسل الأموال","       28222","بلاغ جنائي"
"2021-02-05 21:36:51","مقلقة","highly dangerous","Fahad Fahmy","فهد فهمي","الاتجار بالمواد المخدرة","       28222","بلاغ جنائي"
"2024-11-18 11:28:07","مقلقة","highly dangerous","Fahad Fahmy","فهد فهمي","قيادة مركبة مسروقة","       28222","بلاغ جنائي"
"2019-04-21 09:12:19","مقلقة","highly dangerous","Fahad Fahmy","فهد فهمي","الابتزاز الإلكتروني","       28222","بلاغ جنائي"
"2024-03-01 06:18:22","مقلقة","highly dangerous","Fahad Fahmy","فهد فهمي","التحرش","       28222","بلاغ جنائي"
"","","low","Nasser Awad","ناصر عوض","","    93142872","بدون البلاغات الجنائية"
"","","low","Amna Kamal","آمنة كمال","","    65782009","بدون البلاغات الجنائية"
"","","low","Nazrul Ali","نذرول علي","","    20385760","بدون البلاغات الجنائية"
"2019-01-02 15:59:41","مقلقة","medium","Sultan Al Muhairi","سلطان المهيري","القيادة تحت تأثير الكحول","     4994795","بلاغ جنائي"
"2021-08-17 05:46:53","مقلقة","low","Shahin Chowdhury","شاهين شودري","القيادة بسرعة جنونية","    51039317","بلاغ جنائي"
"","","medium","Ibrahim Al Muhairi","إبراهيم المهيري","","      623537","بدون البلاغات الجنائية"
"2019-11-27 22:01:21","غير مقلقة","dangerous","Prakash Das","براكاش داس","إثارة الشغب","     9829579","بلاغ جنائي"
"","","low","Hussein Al Nuaimi","حسين النعيمي","","      769037","بدون البلاغات الجنائية"
"","","medium","Hind Abdelrahman","هند عبدالرحمن","","    98905449","بدون البلاغات الجنائية"
"","","low","Ibrahim Al Ali","إبراهيم العلي","","      928232","بدون البلاغات الجنائية"
"","","low","Al Wathba Trading","الوثبة للتجارة","","    89455035","بدون البلاغات الجنائية"
"","","dangerous","Asif Qureshi","آصف قريشي","","     6805735","بدون البلاغات الجنائية"
"","","low","Hamdan Ali","حمدان علي","","    68357184","بدون البلاغات الجنائية"
"","","medium","Prakash Shah","براكاش شاه","","      892437","بدون البلاغات الجنائية"
"2019-12-12 05:37:56","غير مقلقة","medium","Mahmoud Al Ketbi","محمود الكتبي","التعدي على الأملاك الخاصة","    65321928","بلاغ جنائي"
"2021-01-22 20:38:03","غير مقلقة","medium","Mahmoud Al Ketbi","محمود الكتبي","خيانة الأمانة","    65321928","بلاغ جنائي"
"","","dangerous","Omar Al Suwaidi","عمر السويدي","","     8208915","بدون البلاغات الجنائية"
"2019-02-22 05:36:30","مقلقة","highly dangerous","Suman Limbu","سومان ليمبو","الرشوة","    37700347","بلاغ جنائي"
"2022-02-20 04:31:50","مقلقة","highly dangerous","Suman Limbu","سومان ليمبو","التستر على مطلوب للعدالة","    37700347","بلاغ جنائي"
"2019-03-19 05:28:11","غير مقلقة","dangerous","Vijay Verma","فيجاي فيرما","القيادة برخصة منتهية","       40907","بلاغ جنائي"
"2024-08-13 07:19:25","غير مقلقة","medium","Mahmoud Haddad","محمود حداد","القيادة بلا لوحات","      507166","بلاغ جنائي"
"2019-09-19 21:59:53","غير مقلقة","medium","Mahmoud Haddad","محمود حداد","مخالفة اشتراطات النقل","      507166","بلاغ جنائي"
"2021-05-25 23:41:36","غير مقلقة","medium","Mahmoud Haddad","محمود حداد","مخالفة اشتراطات النقل","      507166","بلاغ جنائي"
"2022-04-28 16:05:02","مقلقة","dangerous","Prakash Shah","براكاش شاه","الاعتداء على موظف عام أثناء تأدية عمله","    87810906","بلاغ جنائي"
"","","highly dangerous","Youssef Kamal","يوسف كمال","","    75843734","بدون البلاغات الجنائية"
"2024-04-15 14:47:12","مقلقة","medium","Faisal Raza","فيصل رضا","حيازة مواد مخدرة","      807920","بلاغ جنائي"
"2023-10-22 08:38:35","غير مقلقة","medium","Faisal Raza","فيصل رضا","مخالفة قيود الإقامة","      807920","بلاغ جنائي"
"","","low","Khalid Al Hammadi","خالد الحمادي","","     1151114","بدون البلاغات الجنائية"
"","","low","Saeed Al Mansoori","سعيد المنصوري","","     2291429","بدون البلاغات الجنائية"
"","","low","Reem Mansour","ريم منصور","","       85121","بدون البلاغات الجنائية"
"","","low","Ram Magar","رام ماغار","","     9093422","بدون البلاغات الجنائية"
"","","highly dangerous","Thomas Davis","توماس ديفيس","","    76930760","بدون البلاغات الجنائية"
"","","low","Karim Ali","كريم علي","","    80906176","بدون البلاغات الجنائية"
"2023-05-21 02:43:34","غير مقلقة","dangerous","Emirates Transport","مواصلات الإمارات","القيادة بدون رخصة قيادة","      430448","بلاغ جنائي"
"","","medium","Reem Al Falasi","ريم الفلاسي","","       23993","بدون البلاغات الجنائية"
"2021-12-27 00:07:12","غير مقلقة","medium","Youssef Al Suwaidi","يوسف السويدي","نقل ركاب بدون تصريح","      775285","بلاغ جنائي"
"","","low","Imran Malik","عمران مالك","","     5652979","بدون البلاغات الجنائية"
"","","medium","Asha Verma","آشا فيرما","","      437821","بدون البلاغات الجنائية"
"","","low","Wadha Ali","وضحة علي","","      119839","بدون البلاغات الجنائية"
"","","low","Muhammad Chaudhry","محمد تشودري","","       94201","بدون البلاغات الجنائية"
"","","highly dangerous","Asif Qureshi","آصف قريشي","","    13350738","بدون البلاغات الجنائية"
"","","medium","Dubai Taxi Corporation","مؤسسة دبي للتاكسي","","    26525293","بدون البلاغات الجنائية"
"2022-07-05 11:41:43","مقلقة","highly dangerous","Rashid Zaki","راشد زكي","انتحال صفة","    31426497","بلاغ جنائي"
"2019-06-05 03:54:19","غير مقلقة","dangerous","Juma Mahmoud","جمعة محمود","القيادة بدون تأمين ساري","    48539335","بلاغ جنائي"
"","","low","Kiran Rao","كيران راو","","       54606","بدون البلاغات الجنائية"
"","","dangerous","Hamdan Al Marri","حمدان المري","","      483166","بدون البلاغات الجنائية"
"2022-06-26 19:47:50","غير مقلقة","dangerous","Kasun Jayawardena","كاسون جاياواردينا","إلحاق الضرر العمدي بالممتلكات","      211935","بلاغ جنائي"
"","","low","Mansoor Al Suwaidi","منصور السويدي","","     8887156","بدون البلاغات الجنائية"
"","","low","Mansoor Al Mansoori","منصور المنصوري","","      362157","بدون البلاغات الجنائية"
"","","medium","Hassan Al Mazrouei","حسن المزروعي","","     4674479","بدون البلاغات الجنائية"
"2020-04-15 06:58:25","مقلقة","dangerous","Faruk Hossain","فاروق حسين","التزوير في اللوحات","    27320404","بلاغ جنائي"
"","","low","Abdul Chowdhury","عبدال شودري","","      888543","بدون البلاغات الجنائية"
"","","low","Pooja Sharma","بوجا شارما","","    55168089","بدون البلاغات الجنائية"
"","","low","Salem Al Balushi","سالم البلوشي","","    61177074","بدون البلاغات الجنائية"
"2020-11-16 19:22:32","غير مقلقة","medium","Ravi Iyer","رافي آير","مخالفة قيود الإقامة","    19212545","بلاغ جنائي"
"","","medium","Rekha Reddy","ريخا ريدي","","    28070544","بدون البلاغات الجنائية"
"","","dangerous","Youssef Mansour","يوسف منصور","","      871082","بدون البلاغات الجنائية"
"","","low","Falcon Heavy Equipment","الصقر للمعدات الثقيلة","","    71884764","بدون البلاغات الجنائية"
"2022-03-04 18:21:19","غير مقلقة","medium","Al Naboodah Transport","النابودة للنقل","إثارة الشغب","      458419","بلاغ جنائي"
"2022-09-03 17:49:39","مقلقة","medium","Al Naboodah Transport","النابودة للنقل","عرقلة سير العدالة","      458419","بلاغ جنائي"
"2024-12-17 10:45:46","مقلقة","highly dangerous","John Mendoza","جون ميندوزا","السرقة","    59926604","بلاغ جنائي"
"2023-03-29 06:15:52","مقلقة","highly dangerous","John Mendoza","جون ميندوزا","انتحال صفة","    59926604","بلاغ جنائي"
"2021-03-22 10:53:05","مقلقة","highly dangerous","John Mendoza","جون ميندوزا","تعاطي مواد مخدرة","    59926604","بلاغ جنائي"
"","","low","Michael Reyes","مايكل رييس","","     4852846","بدون البلاغات الجنائية"
"","","low","Amna Mansour","آمنة منصور","","    78325908","بدون البلاغات الجنائية"
"","","highly dangerous","Rey Aquino","ري أكينو","","    86506383","بدون البلاغات الجنائية"
"2024-07-18 13:06:32","غير مقلقة","dangerous","Anita Pillai","أنيتا بيلاي","التهديد","    75656340","بلاغ جنائي"
"2020-04-15 02:39:44","مقلقة","dangerous","Anita Pillai","أنيتا بيلاي","الاعتداء بالضرب المفضي إلى إصابة","    75656340","بلاغ جنائي"
"2025-08-08 11:22:30","مقلقة","dangerous","Anita Pillai","أنيتا بيلاي","التزوير في محرر رسمي","    75656340","بلاغ جنائي"
"2025-02-28 16:38:19","غير مقلقة","dangerous","Anita Pillai","أنيتا بيلاي","إصدار شيك بدون رصيد","    75656340","بلاغ جنائي"
"2026-05-15 01:43:04","مقلقة","dangerous","Anita Pillai","أنيتا بيلاي","النصب والاحتيال","    75656340","بلاغ جنائي"
"2023-06-29 22:05:52","مقلقة","dangerous","Anita Pillai","أنيتا بيلاي","التزوير في محرر رسمي","    75656340","بلاغ جنائي"
"","","highly dangerous","Abdullah Darwish","عبدالله درويش","","      644583","بدون البلاغات الجنائية"
"","","dangerous","Adnan Khan","عدنان خان","","    40117862","بدون البلاغات الجنائية"
"","","low","Deepak Verma","ديباك فيرما","","    90207793","بدون البلاغات الجنائية"
"","","dangerous","Zayed Zaki","زايد زكي","","     5011580","بدون البلاغات الجنائية"
"","","low","Mohammed Saleh","محمد صالح","","    72930122","بدون البلاغات الجنائية"
"","","low","Imran Butt","عمران بت","","    47166935","بدون البلاغات الجنائية"
"","","medium","John Garcia","جون غارسيا","","     4997094","بدون البلاغات الجنائية"
"","","low","Waseem Iqbal","وسيم إقبال","","    74996709","بدون البلاغات الجنائية"
"","","low","Ibrahim Al Mansoori","إبراهيم المنصوري","","    62352423","بدون البلاغات الجنائية"
"","","low","Amit Iyer","أميت آير","","    50302810","بدون البلاغات الجنائية"
"2021-10-10 00:31:33","مقلقة","dangerous","Muhammad Chaudhry","محمد تشودري","الاعتداء بالضرب المفضي إلى إصابة","    33043383","بلاغ جنائي"
"2023-06-20 23:50:20","مقلقة","dangerous","Muhammad Chaudhry","محمد تشودري","انتحال صفة","    33043383","بلاغ جنائي"
"2025-10-17 00:38:17","غير مقلقة","dangerous","Muhammad Chaudhry","محمد تشودري","إلحاق الضرر العمدي بالممتلكات","    33043383","بلاغ جنائي"
"2022-07-10 17:41:00","غير مقلقة","dangerous","Muhammad Chaudhry","محمد تشودري","إثارة الشغب","    33043383","بلاغ جنائي"
"","","dangerous","Faruk Ali","فاروق علي","","    69109333","بدون البلاغات الجنائية"
"","","medium","Arun Gupta","أرون غوبتا","","    85204782","بدون البلاغات الجنائية"
"","","low","Sultan Nassar","سلطان نصار","","    37153239","بدون البلاغات الجنائية"
"","","low","Adnan Khan","عدنان خان","","    73578371","بدون البلاغات الجنائية"
"","","low","Muhammad Raza","محمد رضا","","    38564286","بدون البلاغات الجنائية"
"2021-11-05 02:02:38","مقلقة","dangerous","Khalid Nassar","خالد نصار","التحرش","    77542602","بلاغ جنائي"
"","","low","Zeeshan Malik","زيشان مالك","","      224831","بدون البلاغات الجنائية"
"2023-10-06 14:27:49","غير مقلقة","highly dangerous","Aisha Hassan","عائشة حسن","القيادة بلا لوحات","    56287425","بلاغ جنائي"
"2019-07-23 23:07:46","غير مقلقة","highly dangerous","Aisha Hassan","عائشة حسن","التعدي على الأملاك الخاصة","    56287425","بلاغ جنائي"
"2019-04-13 18:16:49","مقلقة","highly dangerous","Aisha Hassan","عائشة حسن","التفحيط وتعريض الأرواح للخطر","    56287425","بلاغ جنائي"
"2020-12-09 04:42:38","مقلقة","highly dangerous","Aisha Hassan","عائشة حسن","مقاومة رجال السلطة","    56287425","بلاغ جنائي"
"2025-03-18 02:57:39","مقلقة","highly dangerous","Ahmed Saleh","أحمد صالح","حيازة مواد مخدرة","     6362201","بلاغ جنائي"
"2023-08-27 12:41:42","مقلقة","highly dangerous","Ahmed Saleh","أحمد صالح","عدم الالتزام بالإقامة الجبرية","     6362201","بلاغ جنائي"
"2019-01-06 03:42:24","مقلقة","highly dangerous","Hassan Darwish","حسن درويش","القيادة بسرعة جنونية","     4447546","بلاغ جنائي"
"","","low","Faruk Hossain","فاروق حسين","","    26611903","بدون البلاغات الجنائية"
"2023-09-01 00:36:25","مقلقة","highly dangerous","Amit Das","أميت داس","القيادة بسرعة جنونية","      214281","بلاغ جنائي"
"2019-09-01 19:51:37","غير مقلقة","highly dangerous","Amit Das","أميت داس","إثارة الشغب","      214281","بلاغ جنائي"
"2020-01-18 20:53:21","مقلقة","highly dangerous","Amit Das","أميت داس","التستر على مطلوب للعدالة","      214281","بلاغ جنائي"
"2025-09-19 21:40:31","مقلقة","highly dangerous","Mahmoud Nassar","محمود نصار","التزوير في اللوحات","       81583","بلاغ جنائي"
"2023-01-29 06:42:23","غير مقلقة","highly dangerous","Mahmoud Nassar","محمود نصار","مخالفة اشتراطات النقل","       81583","بلاغ جنائي"
"2019-02-19 14:09:03","غير مقلقة","highly dangerous","Mahmoud Nassar","محمود نصار","إلحاق الضرر العمدي بالممتلكات","       81583","بلاغ جنائي"
"2023-12-14 20:41:51","غير مقلقة","low","Saeed Mahmoud","سعيد محمود","القيادة بلا لوحات","    40596637","بلاغ جنائي"
"","","medium","Abdullah Darwish","عبدالله درويش","","    59069936","بدون البلاغات الجنائية"
"2019-03-07 02:34:02","مقلقة","medium","Asif Raza","آصف رضا","النصب والاحتيال","     9270076","بلاغ جنائي"
"2026-05-27 20:33:13","غير مقلقة","medium","Asif Raza","آصف رضا","القيادة بلا لوحات","     9270076","بلاغ جنائي"
"2026-02-17 08:07:01","غير مقلقة","medium","Asif Raza","آصف رضا","مخالفة قيود الإقامة","     9270076","بلاغ جنائي"
"","","low","Abdullah Abdelrahman","عبدالله عبدالرحمن","","    70169286","بدون البلاغات الجنائية"
"2020-02-19 01:37:27","مقلقة","dangerous","Youssef Al Qubaisi","يوسف القبيسي","حيازة مواد مخدرة","       41111","بلاغ جنائي"
"2024-01-02 10:35:14","غير مقلقة","dangerous","Youssef Al Qubaisi","يوسف القبيسي","إصدار شيك بدون رصيد","       41111","بلاغ جنائي"
"2021-04-09 20:23:42","مقلقة","dangerous","Youssef Al Qubaisi","يوسف القبيسي","التستر على مطلوب للعدالة","       41111","بلاغ جنائي"
"2023-07-09 08:19:37","مقلقة","dangerous","Youssef Al Qubaisi","يوسف القبيسي","القيادة بتهور","       41111","بلاغ جنائي"
"2023-09-24 23:06:42","مقلقة","dangerous","Youssef Al Qubaisi","يوسف القبيسي","مقاومة رجال السلطة","       41111","بلاغ جنائي"
"2022-07-20 14:15:33","مقلقة","dangerous","Youssef Al Qubaisi","يوسف القبيسي","التفحيط وتعريض الأرواح للخطر","       41111","بلاغ جنائي"
"","","dangerous","Anil Sharma","أنيل شارما","","    14356952","بدون البلاغات الجنائية"
"","","low","Muhammad Ahmed","محمد أحمد","","      982111","بدون البلاغات الجنائية"
"","","low","National Cement Company","شركة الأسمنت الوطنية","","      715575","بدون البلاغات الجنائية"
"2022-12-04 11:00:49","غير مقلقة","highly dangerous","Muhammad Sheikh","محمد شيخ","مخالفة اشتراطات النقل","    24677941","بلاغ جنائي"
"2022-06-16 13:33:16","مقلقة","highly dangerous","Muhammad Sheikh","محمد شيخ","القيادة بسرعة جنونية","    24677941","بلاغ جنائي"
"2023-10-09 05:30:15","مقلقة","highly dangerous","Muhammad Sheikh","محمد شيخ","حيازة ممنوعات","    24677941","بلاغ جنائي"
"2020-05-04 22:49:57","مقلقة","highly dangerous","Muhammad Sheikh","محمد شيخ","النصب والاحتيال","    24677941","بلاغ جنائي"
"2025-03-02 18:00:52","مقلقة","highly dangerous","Muhammad Sheikh","محمد شيخ","الشروع في السرقة","    24677941","بلاغ جنائي"
"2025-11-17 12:03:36","مقلقة","highly dangerous","Muhammad Sheikh","محمد شيخ","التزوير في اللوحات","    24677941","بلاغ جنائي"
"2020-12-29 00:41:07","غير مقلقة","low","Suresh Sharma","سوريش شارما","تجاوز الإشارة الحمراء بشكل متكرر","      347054","بلاغ جنائي"
"2022-05-16 20:45:25","غير مقلقة","low","Suresh Sharma","سوريش شارما","القيادة بلا لوحات","      347054","بلاغ جنائي"
"2024-03-03 06:18:14","غير مقلقة","low","Suresh Sharma","سوريش شارما","القيادة بدون تأمين ساري","      347054","بلاغ جنائي"
"2021-10-15 09:21:10","مقلقة","low","Suresh Sharma","سوريش شارما","التزوير في اللوحات","      347054","بلاغ جنائي"
"2021-07-16 18:40:10","غير مقلقة","low","Suresh Sharma","سوريش شارما","القيادة برخصة منتهية","      347054","بلاغ جنائي"
"","","low","Amit Sharma","أميت شارما","","    96200923","بدون البلاغات الجنائية"
"","","medium","Shahin Ali","شاهين علي","","    71557435","بدون البلاغات الجنائية"
"2019-05-19 19:44:53","غير مقلقة","dangerous","Hussein Kamal","حسين كمال","التعدي على الأملاك الخاصة","    59522499","بلاغ جنائي"
"2020-02-13 05:56:38","غير مقلقة","dangerous","Hussein Kamal","حسين كمال","السب والقذف","    59522499","بلاغ جنائي"
